timestamp,voltage,current,power_w,energy_wh,cost_rs
2026-06-10 12:44:01,230.7,2.27,444.8,37.071,0.278
2026-06-10 12:49:01,230.7,2.42,473.8,39.486,0.2961
2026-06-10 12:54:01,230.5,1.67,326.5,27.212,0.2041
2026-06-10 12:59:01,230.8,2.64,518.8,43.233,0.3243
2026-06-10 13:04:01,230.9,2.95,579.9,48.324,0.3624
2026-06-10 13:09:01,230.7,2.5,490.0,40.831,0.3062
2026-06-10 13:14:01,230.7,2.22,435.1,36.255,0.2719
2026-06-10 13:19:01,230.5,1.52,297.9,24.824,0.1862
2026-06-10 13:24:01,230.5,1.57,308.0,25.67,0.1925
2026-06-10 13:29:01,230.7,2.48,486.7,40.562,0.3042
2026-06-10 13:34:01,230.7,2.26,443.4,36.949,0.2771
2026-06-10 13:39:01,230.6,2.02,396.1,33.012,0.2476
2026-06-10 13:44:01,230.8,2.59,508.4,42.364,0.3177
2026-06-10 13:49:01,230.5,1.78,348.1,29.005,0.2175
2026-06-10 13:54:01,230.6,2.11,414.5,34.541,0.2591
2026-06-10 13:59:01,230.6,2.04,400.2,33.35,0.2501
2026-06-10 14:04:01,230.5,1.83,358.0,29.836,0.2238
2026-06-10 14:09:01,230.6,2.04,399.2,33.266,0.2495
2026-06-10 14:14:01,230.7,2.19,429.1,35.761,0.2682
2026-06-10 14:19:01,230.5,1.66,325.2,27.104,0.2033
2026-06-10 14:24:01,230.8,2.57,503.8,41.983,0.3149
2026-06-10 14:29:01,230.5,1.71,334.2,27.85,0.2089
2026-06-10 14:34:01,230.6,2.07,406.5,33.875,0.2541
2026-06-10 14:39:01,230.7,2.22,435.2,36.267,0.272
2026-06-10 14:44:01,230.7,2.23,437.6,36.465,0.2735
2026-06-10 14:49:01,230.6,1.97,386.1,32.171,0.2413
2026-06-10 14:54:01,230.6,1.96,384.8,32.067,0.2405
2026-06-10 14:59:01,230.6,1.96,384.8,32.069,0.2405
2026-06-10 15:04:01,230.6,1.91,373.9,31.159,0.2337
2026-06-10 15:09:01,230.5,1.63,318.6,26.551,0.1991
2026-06-10 15:14:01,230.7,2.36,463.3,38.612,0.2896
2026-06-10 15:19:01,230.6,2.1,411.7,34.31,0.2573
2026-06-10 15:24:01,230.6,2.1,410.9,34.239,0.2568
2026-06-10 15:29:01,230.5,1.55,303.1,25.256,0.1894
2026-06-10 15:34:01,230.7,2.29,448.6,37.38,0.2804
2026-06-10 15:39:01,230.8,2.54,498.6,41.548,0.3116
2026-06-10 15:44:01,230.7,2.18,426.5,35.544,0.2666
2026-06-10 15:49:01,230.6,1.88,368.3,30.695,0.2302
2026-06-10 15:54:01,230.5,1.75,343.0,28.581,0.2144
2026-06-10 15:59:01,230.5,1.78,348.0,29.003,0.2175
2026-06-10 16:04:01,230.8,2.57,504.0,41.998,0.315
2026-06-10 16:09:01,230.6,2.0,391.6,32.63,0.2447
2026-06-10 16:14:01,230.5,1.65,323.4,26.947,0.2021
2026-06-10 16:19:01,230.8,2.81,552.3,46.022,0.3452
2026-06-10 16:24:01,230.9,2.84,558.2,46.516,0.3489
2026-06-10 16:29:01,230.7,2.2,430.8,35.903,0.2693
2026-06-10 16:34:01,230.6,2.1,411.4,34.28,0.2571
2026-06-10 16:39:01,230.5,1.66,324.7,27.058,0.2029
2026-06-10 16:44:01,230.8,2.65,520.3,43.357,0.3252
2026-06-10 16:49:01,230.8,2.69,528.0,44.004,0.33
2026-06-10 16:54:01,230.7,2.45,479.8,39.983,0.2999
2026-06-10 16:59:01,230.9,2.98,585.6,48.802,0.366
2026-06-10 17:04:01,230.8,2.65,520.8,43.397,0.3255
2026-06-10 17:09:01,230.8,2.55,501.0,41.751,0.3131
2026-06-10 17:14:01,230.6,2.05,401.9,33.492,0.2512
2026-06-10 17:19:01,230.8,2.64,518.7,43.228,0.3242
2026-06-10 17:24:01,230.7,2.17,426.1,35.508,0.2663
2026-06-10 17:29:01,230.6,1.99,389.6,32.463,0.2435
2026-06-10 17:34:01,230.8,2.58,505.7,42.141,0.3161
2026-06-10 17:39:01,230.9,2.86,561.2,46.767,0.3508
2026-06-10 17:44:01,230.6,1.98,388.9,32.412,0.2431
2026-06-10 17:49:01,230.8,2.67,523.3,43.607,0.327
2026-06-10 17:54:01,230.5,1.6,313.8,26.152,0.1961
2026-06-10 17:59:01,230.8,2.56,501.7,41.809,0.3136
2026-06-10 18:04:01,231.4,4.69,922.1,76.845,0.5763
2026-06-10 18:09:01,231.6,5.23,1028.9,85.738,0.643
2026-06-10 18:14:01,232.3,7.59,1498.6,124.88,0.9366
2026-06-10 18:19:01,231.9,6.22,1226.1,102.179,0.7663
2026-06-10 18:24:01,232.2,7.19,1419.8,118.314,0.8874
2026-06-10 18:29:01,232.1,7.07,1395.0,116.248,0.8719
2026-06-10 18:34:01,231.3,4.43,871.1,72.593,0.5444
2026-06-10 18:39:01,231.3,4.22,828.6,69.05,0.5179
2026-06-10 18:44:01,231.3,4.19,823.0,68.582,0.5144
2026-06-10 18:49:01,231.3,4.35,856.1,71.339,0.535
2026-06-10 18:54:01,231.8,6.01,1185.1,98.756,0.7407
2026-06-10 18:59:01,232.1,6.86,1353.0,112.751,0.8456
2026-06-10 19:04:01,232.0,6.82,1345.8,112.153,0.8412
2026-06-10 19:09:01,231.5,4.94,971.9,80.993,0.6075
2026-06-10 19:14:01,231.9,6.36,1253.2,104.435,0.7833
2026-06-10 19:19:01,232.1,7.06,1392.0,116.0,0.87
2026-06-10 19:24:01,231.7,5.83,1148.2,95.682,0.7176
2026-06-10 19:29:01,231.2,4.12,809.2,67.434,0.5058
2026-06-10 19:34:01,231.7,5.66,1115.2,92.932,0.697
2026-06-10 19:39:01,232.3,7.54,1488.1,124.008,0.9301
2026-06-10 19:44:01,232.1,6.87,1354.4,112.864,0.8465
2026-06-10 19:49:01,231.5,4.89,961.9,80.16,0.6012
2026-06-10 19:54:01,231.2,4.06,798.8,66.569,0.4993
2026-06-10 19:59:01,232.2,7.22,1424.8,118.734,0.8905
2026-06-10 20:04:01,232.1,6.98,1376.2,114.684,0.8601
2026-06-10 20:09:01,231.4,4.81,945.6,78.802,0.591
2026-06-10 20:14:01,231.3,4.46,877.8,73.147,0.5486
2026-06-10 20:19:01,232.3,7.62,1504.5,125.371,0.9403
2026-06-10 20:24:01,232.1,6.86,1352.3,112.691,0.8452
2026-06-10 20:29:01,232.0,6.81,1344.0,111.997,0.84
2026-06-10 20:34:01,231.6,5.37,1058.1,88.174,0.6613
2026-06-10 20:39:01,231.3,4.29,844.0,70.33,0.5275
2026-06-10 20:44:01,231.2,4.06,798.8,66.565,0.4992
2026-06-10 20:49:01,232.4,7.88,1556.8,129.73,0.973
2026-06-10 20:54:01,232.0,6.56,1292.8,107.737,0.808
2026-06-10 20:59:01,232.2,7.3,1441.6,120.133,0.901
2026-06-10 21:04:01,231.9,6.25,1232.2,102.683,0.7701
2026-06-10 21:09:01,231.7,5.53,1088.3,90.689,0.6802
2026-06-10 21:14:01,231.9,6.37,1256.6,104.715,0.7854
2026-06-10 21:19:01,231.9,6.47,1275.8,106.317,0.7974
2026-06-10 21:24:01,231.6,5.4,1062.7,88.562,0.6642
2026-06-10 21:29:01,232.2,7.2,1420.5,118.375,0.8878
2026-06-10 21:34:01,231.9,6.24,1230.8,102.568,0.7693
2026-06-10 21:39:01,232.2,7.36,1451.7,120.977,0.9073
2026-06-10 21:44:01,231.6,5.37,1056.5,88.045,0.6603
2026-06-10 21:49:01,231.8,5.99,1179.6,98.302,0.7373
2026-06-10 21:54:01,232.1,7.06,1392.0,115.996,0.87
2026-06-10 21:59:01,232.3,7.6,1501.4,125.114,0.9384
2026-06-10 22:04:01,231.8,6.04,1189.7,99.138,0.7435
2026-06-10 22:09:01,231.8,6.04,1190.2,99.186,0.7439
2026-06-10 22:14:01,232.3,7.81,1542.2,128.518,0.9639
2026-06-10 22:19:01,232.4,7.92,1564.1,130.343,0.9776
2026-06-10 22:24:01,231.3,4.28,841.4,70.121,0.5259
2026-06-10 22:29:01,231.9,6.23,1227.0,102.252,0.7669
2026-06-10 22:34:01,232.2,7.45,1471.6,122.632,0.9197
2026-06-10 22:39:01,232.1,7.06,1393.5,116.129,0.871
2026-06-10 22:44:01,232.0,6.76,1332.5,111.039,0.8328
2026-06-10 22:49:01,231.3,4.34,852.8,71.067,0.533
2026-06-10 22:54:01,231.3,4.47,879.9,73.328,0.55
2026-06-10 22:59:01,232.1,7.01,1382.6,115.213,0.8641
2026-06-10 23:04:01,230.6,1.99,390.6,32.552,0.2441
2026-06-10 23:09:01,230.6,2.12,415.2,34.597,0.2595
2026-06-10 23:14:01,230.6,1.85,362.2,30.187,0.2264
2026-06-10 23:19:01,230.8,2.5,490.9,40.906,0.3068
2026-06-10 23:24:01,230.8,2.64,517.8,43.147,0.3236
2026-06-10 23:29:01,230.6,2.16,422.9,35.242,0.2643
2026-06-10 23:34:01,230.8,2.52,494.0,41.164,0.3087
2026-06-10 23:39:01,230.7,2.24,438.8,36.567,0.2743
2026-06-10 23:44:01,230.6,2.09,409.2,34.097,0.2557
2026-06-10 23:49:01,230.7,2.34,459.5,38.295,0.2872
2026-06-10 23:54:01,230.5,1.78,348.0,29.003,0.2175
2026-06-10 23:59:01,230.9,2.98,584.2,48.687,0.3652
2026-06-11 00:04:01,230.8,2.66,521.5,43.457,0.3259
2026-06-11 00:09:01,230.7,2.43,475.8,39.652,0.2974
2026-06-11 00:14:01,230.7,2.46,482.4,40.201,0.3015
2026-06-11 00:19:01,230.8,2.53,495.9,41.326,0.3099
2026-06-11 00:24:01,230.5,1.62,317.5,26.46,0.1984
2026-06-11 00:29:01,230.7,2.25,442.1,36.84,0.2763
2026-06-11 00:34:01,230.9,2.92,572.4,47.699,0.3577
2026-06-11 00:39:01,230.7,2.28,447.2,37.265,0.2795
2026-06-11 00:44:01,230.7,2.21,433.7,36.144,0.2711
2026-06-11 00:49:01,230.6,1.87,366.7,30.562,0.2292
2026-06-11 00:54:01,230.7,2.29,448.6,37.38,0.2803
2026-06-11 00:59:01,230.5,1.75,343.8,28.647,0.2149
2026-06-11 01:04:01,230.8,2.82,554.1,46.178,0.3463
2026-06-11 01:09:01,230.7,2.46,482.6,40.22,0.3017
2026-06-11 01:14:01,230.7,2.45,481.0,40.08,0.3006
2026-06-11 01:19:01,230.5,1.61,315.6,26.297,0.1972
2026-06-11 01:24:01,230.8,2.82,552.9,46.073,0.3455
2026-06-11 01:29:01,230.7,2.43,476.7,39.725,0.2979
2026-06-11 01:34:01,230.6,2.0,391.1,32.588,0.2444
2026-06-11 01:39:01,230.8,2.53,497.1,41.429,0.3107
2026-06-11 01:44:01,230.8,2.76,541.6,45.13,0.3385
2026-06-11 01:49:01,230.5,1.59,310.7,25.896,0.1942
2026-06-11 01:54:01,230.7,2.2,430.9,35.906,0.2693
2026-06-11 01:59:01,230.6,2.1,412.3,34.357,0.2577
2026-06-11 02:04:01,230.5,1.62,317.4,26.452,0.1984
2026-06-11 02:09:01,230.9,2.89,567.6,47.3,0.3547
2026-06-11 02:14:01,230.9,2.94,576.9,48.076,0.3606
2026-06-11 02:19:01,230.7,2.45,479.7,39.977,0.2998
2026-06-11 02:24:01,230.7,2.33,456.4,38.03,0.2852
2026-06-11 02:29:01,230.7,2.49,487.7,40.64,0.3048
2026-06-11 02:34:01,230.9,2.9,568.7,47.393,0.3554
2026-06-11 02:39:01,230.7,2.28,447.3,37.273,0.2795
2026-06-11 02:44:01,230.5,1.79,350.4,29.201,0.219
2026-06-11 02:49:01,230.7,2.2,431.7,35.971,0.2698
